rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,Num Cands,Num Seats
76,76,18,76,76,12,76,76,76,76,76,76,16,76,19,76,76,76,8,76,13,9,76,17,76,76,76,76,76,76,76,11,4,76,76,76,76,76,76,76,5,76,76,76,76,76,76,76,76,76,6,20,76,76,1,76,76,2,76,7,76,76,14,76,3,76,76,76,76,15,76,76,76,76,76,10,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,6,76,76,76,76,76,76,76,76,76,76,76,76,7,5,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,4,76,76,2,76,76,76,76,3,76,1,76,76,76,76,76,76,76,76,76,76,76,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1,76,76,3,4,76,76,60,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,35,76,76,76,32,76,76,76,76,76,76,76,76,76,76,76,2,76,76,76,76,76,76,76,75,45,76,76,76,76,5,76,30,,
66,36,26,71,61,12,52,56,73,60,48,30,18,27,11,74,22,33,4,65,14,13,72,19,16,17,58,59,54,37,46,8,5,49,47,55,69,42,62,67,6,35,28,29,63,20,76,43,53,25,9,34,68,70,7,51,32,2,64,10,31,21,3,75,1,45,41,44,40,15,57,50,38,24,39,23,,
71,30,24,72,72,11,30,30,19,72,47,28,16,24,8,63,60,35,6,72,13,15,65,17,20,18,72,37,36,38,60,12,3,40,49,72,40,27,72,72,9,30,63,60,28,21,44,50,40,28,7,14,70,50,3,47,38,2,40,5,30,25,6,72,1,40,23,39,32,14,59,72,35,25,30,15,,
49,24,27,71,47,11,54,46,73,67,29,53,14,28,15,75,44,58,6,70,10,12,68,20,52,43,33,35,39,23,57,16,2,55,60,63,65,37,59,76,7,18,22,30,45,21,69,64,56,38,8,40,62,34,3,66,17,1,31,9,61,36,4,72,5,41,32,50,26,13,51,74,19,48,42,25,,
25,26,23,Skipped,Skipped,7,Skipped,Skipped,Skipped,25,Skipped,24,10,22,5,Skipped,Skipped,23,4,Skipped,20,8,Skipped,11,Skipped,24,Skipped,Skipped,Skipped,Skipped,18,6,3,23,Skipped,Skipped,21,Skipped,Skipped,Skipped,5,Skipped,24,Skipped,Skipped,21,Skipped,25,Skipped,23,5,24,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,5,Skipped,23,2,Skipped,2,Skipped,Skipped,Skipped,21,5,Skipped,Skipped,Skipped,19,Skipped,9,,
76,76,76,76,76,11,76,76,76,76,76,76,15,76,13,76,76,76,5,76,13,15,76,76,76,76,76,76,76,76,76,8,4,76,76,76,76,76,76,76,10,76,76,76,76,76,76,76,76,76,7,76,76,76,6,76,76,2,76,9,76,76,3,76,1,76,76,76,76,11,76,76,76,76,76,76,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,23,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
76,76,76,76,76,11,36,76,76,76,32,76,9,29,76,76,40,29,8,76,6,10,40,76,29,35,76,42,29,76,76,13,7,29,35,76,29,16,76,76,76,42,34,29,76,29,40,76,42,76,12,41,76,15,3,42,29,2,76,5,40,29,4,76,1,33,76,29,29,14,42,76,29,29,76,43,,
47,50,30,33,57,12,62,51,61,59,69,34,26,25,7,55,38,41,5,72,16,12,54,15,65,23,48,53,35,42,36,14,6,66,73,58,64,32,76,68,9,21,45,71,52,17,43,40,49,20,7,19,70,67,3,46,27,2,56,10,22,24,4,60,1,74,44,75,28,10,63,37,29,31,39,18,,
76,48,18,76,38,12,39,76,76,76,21,50,16,44,5,76,76,42,7,76,15,14,76,17,26,19,76,76,76,46,49,11,10,76,76,76,76,37,76,76,8,45,28,43,35,23,76,20,76,22,12,30,76,36,6,76,31,3,47,13,41,40,1,76,2,27,76,32,25,9,76,76,29,24,34,33,,
63,Skipped,55,Skipped,Skipped,15,Skipped,Skipped,74,Skipped,Skipped,56,6,Skipped,13,71,51,Skipped,2,73,14,5,48,16,20,23,76,Skipped,Skipped,Skipped,45,4,9,70,Skipped,Skipped,68,Skipped,72,Skipped,11,38,25,42,Skipped,17,66,26,62,21,6,24,Skipped,58,8,Skipped,50,3,Skipped,10,Skipped,19,3,Skipped,1,24,49,75,54,12,42,48,55,16,Skipped,18,,
68,30,25,65,55,9,40,Skipped,Skipped,Skipped,67,51,25,45,20,Skipped,20,39,4,Skipped,12,11,58,20,14,35,Skipped,25,47,30,50,10,6,43,53,60,38,50,Skipped,Skipped,8,16,17,14,Skipped,14,60,35,75,30,14,36,62,40,2,65,17,2,Skipped,5,19,14,7,30,1,70,60,42,60,13,36,50,66,5,Skipped,25,,
60,26,31,56,57,13,55,36,68,58,29,34,18,75,8,49,33,65,11,64,9,7,72,15,25,28,53,38,69,35,37,16,5,43,70,46,50,20,67,48,10,62,23,30,41,22,71,19,66,40,17,25,61,32,2,63,76,3,47,6,59,27,1,44,4,73,45,74,51,14,52,54,39,42,21,12,,
76,76,16,76,76,19,76,76,3,76,76,76,76,76,14,76,76,76,17,76,4,9,76,76,76,76,76,2,76,76,76,12,7,6,76,76,76,5,76,76,20,76,76,76,76,76,76,76,76,76,76,76,76,8,13,76,76,1,76,76,18,10,76,76,15,76,76,76,11,76,76,76,76,76,76,76,,
76,31,29,74,76,8,74,59,Skipped,72,66,33,17,39,14,76,50,63,5,76,17,15,Skipped,21,Skipped,25,73,76,Skipped,51,Skipped,15,4,Skipped,Skipped,76,73,30,76,76,22,Skipped,20,70,50,20,Skipped,Skipped,76,49,4,44,76,Skipped,3,76,Skipped,1,Skipped,9,40,22,6,76,2,47,32,28,Skipped,24,76,31,Skipped,45,39,27,,
76,76,76,76,76,15,76,76,76,76,76,76,15,76,10,76,76,76,6,76,11,8,76,18,76,76,76,76,76,76,76,14,2,76,76,76,76,76,76,76,12,76,76,76,76,76,76,76,76,76,7,76,76,76,2,76,76,1,76,9,76,76,2,76,1,76,76,76,76,76,76,76,76,76,76,22,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
76,35,17,76,76,13,76,76,76,76,76,27,19,31,9,76,26,32,4,76,12,14,76,18,76,21,76,76,76,76,76,11,3,76,76,76,76,25,76,76,8,36,30,76,76,20,76,76,76,24,7,23,76,76,5,76,29,1,76,10,76,22,6,76,2,34,33,76,76,15,76,76,76,28,76,16,,
47,20,17,74,44,13,33,38,53,45,45,38,14,29,7,60,43,48,5,56,16,15,53,12,28,21,57,49,55,39,62,11,5,44,46,66,54,27,58,75,7,32,28,21,38,26,43,40,55,35,9,18,50,51,3,47,41,1,43,10,42,31,4,64,2,47,29,52,43,13,48,64,36,24,48,19,,
76,35,28,76,76,11,76,76,76,76,32,31,12,24,9,76,76,76,4,76,10,13,38,12,29,25,76,76,32,35,21,8,5,76,76,76,30,20,76,76,10,22,30,25,76,17,76,25,76,25,4,24,76,23,7,76,16,2,76,6,76,25,2,76,1,33,76,76,42,14,33,38,76,22,25,20,,
56,22,44,69,57,15,67,60,70,68,34,18,14,43,8,62,17,42,13,63,10,19,48,39,16,20,49,52,41,37,46,11,6,66,31,50,32,38,73,75,12,25,36,21,29,35,55,51,61,23,7,26,65,74,2,58,47,1,71,3,30,24,4,76,5,64,54,72,28,9,53,59,45,40,33,27,,
76,76,76,76,76,76,76,76,76,76,76,76,26,76,19,76,76,76,2,76,76,16,45,13,76,76,76,76,76,76,76,25,9,76,76,30,76,76,76,76,30,76,76,76,76,64,76,73,76,76,76,76,76,76,1,76,50,14,53,32,36,76,10,76,4,76,76,76,76,21,76,76,76,76,76,76,,
60,39,17,52,47,11,41,45,67,66,49,37,15,31,10,65,23,25,7,63,59,8,53,18,61,21,58,68,57,36,62,13,4,73,43,51,71,20,74,64,9,27,26,69,40,19,55,56,72,24,14,22,70,76,3,46,29,2,38,6,28,12,5,75,1,48,44,33,42,16,54,50,32,34,30,35,,
75,24,14,44,37,18,75,48,75,75,50,30,27,21,8,75,49,50,5,75,13,6,75,11,19,20,75,75,75,25,26,9,2,58,75,75,75,20,75,75,15,75,27,75,28,23,75,75,75,17,10,16,75,35,75,55,22,1,29,12,36,15,4,75,3,37,75,34,32,7,75,75,31,75,40,18,,
67,39,13,67,51,13,39,51,39,67,30,23,6,51,6,67,39,30,1,67,6,6,67,13,39,13,67,67,39,51,51,13,6,30,67,39,39,23,30,51,13,51,51,30,39,23,51,30,67,23,6,13,51,51,1,51,23,1,51,6,30,13,1,51,1,30,30,39,39,13,39,51,23,23,51,13,,
76,76,76,76,76,19,60,76,76,76,76,76,76,60,76,76,76,64,4,76,18,76,76,76,33,76,76,76,68,76,76,15,5,65,76,76,67,76,76,76,76,76,76,69,76,22,76,76,76,76,76,76,76,75,1,76,21,2,76,7,76,76,5,76,3,76,76,38,60,76,76,20,65,38,76,76,,
Skipped,Skipped,8,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,4,Skipped,Skipped,Skipped,3,Skipped,5,5,Skipped,7,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,4,3,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,4,Skipped,11,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,3,Skipped,Skipped,1,Skipped,4,Skipped,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,8,Skipped,8,,
76,12,76,76,76,11,76,76,76,76,76,76,76,76,76,76,76,76,1,76,76,10,76,76,76,76,76,76,76,76,76,76,6,76,76,76,76,76,76,76,7,76,76,76,76,76,76,76,76,76,9,76,76,76,5,76,76,2,76,8,76,76,3,76,4,76,76,76,76,76,76,76,76,76,76,76,,
68,38,19,40,34,14,67,48,74,57,51,35,11,30,7,66,28,41,10,64,8,13,60,15,33,18,55,59,54,42,72,16,6,61,45,52,71,29,58,76,9,37,24,56,50,26,63,53,70,17,12,27,62,43,4,70,22,1,49,5,25,31,3,75,2,39,23,46,47,20,68,65,32,44,36,21,,
Skipped,35,Skipped,Skipped,Skipped,10,35,Skipped,Skipped,Skipped,Skipped,Skipped,10,20,5,Skipped,20,Skipped,5,Skipped,10,15,Skipped,15,30,25,Skipped,Skipped,Skipped,Skipped,35,15,3,Skipped,Skipped,Skipped,30,25,Skipped,40,10,Skipped,Skipped,20,30,20,Skipped,40,Skipped,35,10,10,Skipped,Skipped,1,35,35,1,35,10,35,20,5,Skipped,1,Skipped,Skipped,30,30,15,Skipped,35,Skipped,20,30,10,,
76,76,76,76,76,1,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
Skipped,29,18,51,Skipped,7,58,43,59,54,45,19,14,28,8,Skipped,32,36,5,Skipped,12,14,Skipped,15,Skipped,25,50,44,52,39,Skipped,11,5,60,49,Skipped,56,37,57,Skipped,13,27,46,44,35,23,Skipped,34,Skipped,26,9,24,Skipped,76,2,38,31,4,Skipped,10,42,21,6,Skipped,1,45,33,Skipped,50,16,53,55,40,22,30,20,,
Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,15,Skipped,10,Skipped,Skipped,Skipped,6,Skipped,16,12,Skipped,17,Skipped,20,Skipped,Skipped,Skipped,Skipped,Skipped,11,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,19,Skipped,Skipped,3,Skipped,Skipped,2,Skipped,7,Skipped,Skipped,5,Skipped,1,Skipped,Skipped,Skipped,Skipped,13,Skipped,Skipped,Skipped,18,Skipped,Skipped,,
76,53,25,60,50,15,47,76,76,76,45,35,12,43,9,76,48,31,2,76,10,21,49,18,57,37,59,76,38,33,55,13,6,28,42,76,44,51,27,76,11,41,16,56,76,19,58,17,76,26,7,23,76,29,4,76,40,1,76,8,39,24,3,76,5,20,32,34,30,14,46,76,54,36,52,22,,
75,38,24,42,35,14,50,50,75,40,40,33,15,29,7,50,30,45,5,60,15,12,45,16,25,26,55,40,50,38,40,9,9,40,40,40,50,31,50,70,7,28,28,45,50,20,75,45,55,20,7,19,50,50,2,40,30,1,45,7,40,26,4,71,3,32,30,45,45,12,40,50,40,25,27,23,,
65,34,37,56,58,8,59,71,76,52,27,49,15,33,11,54,30,38,6,72,16,9,55,47,25,20,67,49,51,57,36,7,5,43,42,69,45,35,57,70,17,41,18,31,53,21,76,19,55,23,13,29,66,32,5,59,28,1,55,4,69,22,2,67,3,24,26,46,39,14,59,68,44,12,48,40,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,6,Skipped,15,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,40,Skipped,4,Skipped,Skipped,Skipped,Skipped,30,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,7,Skipped,Skipped,31,5,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,3,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
68,42,22,48,50,9,66,54,64,67,31,37,15,30,13,76,35,58,6,72,17,14,56,18,26,16,71,40,59,43,49,7,3,55,51,61,62,28,75,63,10,32,34,25,53,20,73,39,65,19,8,21,74,41,4,46,33,2,69,12,36,23,5,70,1,45,47,52,38,11,57,60,44,27,29,24,,
64,40,22,49,54,12,39,46,68,57,48,32,14,44,11,67,47,35,5,76,18,15,59,16,23,25,65,61,55,41,33,10,7,51,53,75,70,28,72,72,8,38,45,50,42,21,73,66,60,31,6,34,63,27,1,62,24,2,69,9,37,20,4,72,3,29,36,52,26,13,30,58,56,17,43,19,,
38,76,61,52,48,13,33,57,60,50,36,40,15,23,8,47,75,31,6,49,32,14,74,17,22,16,67,44,37,41,70,7,3,30,34,53,71,72,73,58,9,55,56,19,62,25,54,45,43,20,11,21,42,29,4,65,68,2,69,10,35,26,5,66,1,39,63,27,24,12,46,64,51,28,59,18,,
76,21,24,76,32,17,50,76,46,10,71,76,15,34,2,76,27,28,9,76,13,26,74,76,30,19,76,47,49,45,76,18,4,25,76,8,72,40,76,76,36,76,20,7,76,31,48,23,76,37,16,22,76,71,3,42,33,5,76,11,38,41,6,76,1,73,76,39,35,14,44,76,43,12,76,29,,
76,57,76,76,76,9,76,76,76,76,76,32,15,34,76,76,76,76,6,76,40,9,76,25,29,76,76,76,76,76,76,13,5,76,76,76,65,76,76,76,6,31,26,76,76,36,76,65,76,21,10,65,76,76,3,76,43,1,76,7,76,40,2,76,4,76,32,68,75,8,76,76,23,34,44,76,,
49,40,27,65,52,16,40,53,74,60,60,20,12,27,10,43,51,21,3,60,17,11,65,42,16,30,55,53,44,28,50,15,5,53,53,54,22,40,60,59,7,31,40,19,45,26,53,35,40,41,11,29,53,64,2,53,50,4,54,8,53,27,6,74,1,56,29,32,27,18,66,56,50,34,47,13,,
74,34,31,74,74,8,46,74,74,74,46,74,18,26,7,74,28,46,6,74,12,13,46,17,24,25,74,74,46,33,23,16,2,46,46,30,46,15,74,74,9,74,74,21,74,46,46,22,74,74,11,74,74,32,3,29,35,1,74,10,46,27,4,74,5,46,74,75,46,14,74,36,76,19,74,20,,
59,25,23,63,52,12,61,46,71,69,42,26,15,31,8,70,36,44,6,74,17,14,67,16,28,27,64,62,50,38,55,11,4,66,40,45,54,29,76,73,13,32,34,30,35,20,68,48,65,21,7,19,75,56,3,49,43,1,57,10,33,24,5,72,2,51,39,60,37,9,53,58,41,22,47,18,,
60,16,28,61,71,8,46,50,69,43,51,19,26,31,11,41,44,68,6,72,23,10,75,15,35,25,54,52,22,21,29,9,2,58,45,27,55,24,73,57,13,30,38,36,67,47,76,62,56,42,7,39,59,33,5,53,32,3,56,17,48,14,4,49,1,74,40,65,63,12,18,70,64,37,66,20,,
76,36,20,76,76,16,76,76,76,76,76,76,18,76,13,76,76,76,3,76,10,12,76,23,26,19,76,76,76,76,33,9,6,30,76,76,31,76,76,76,13,76,76,37,76,76,76,76,76,76,11,76,76,76,7,76,76,1,76,8,76,24,4,76,2,76,76,76,47,15,76,27,25,17,76,22,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
65,56,21,68,49,14,48,44,67,65,27,43,20,54,8,72,55,39,5,73,16,15,51,13,38,24,75,34,58,36,19,9,7,50,37,71,59,40,74,76,10,41,22,46,42,25,60,32,57,35,6,23,66,33,2,62,45,3,47,11,52,31,4,69,1,28,63,58,26,12,70,65,30,17,29,18,,
76,17,14,76,76,76,76,76,76,76,76,20,9,76,5,76,76,76,4,76,10,9,76,8,76,18,76,76,76,76,15,6,3,76,76,76,76,76,76,76,4,16,76,76,76,76,76,76,76,15,5,76,76,76,3,76,76,2,76,5,76,16,2,76,1,76,76,76,76,7,76,76,76,15,14,17,,
69,37,36,44,57,8,56,46,76,49,24,26,10,39,11,72,38,62,13,70,14,12,55,17,30,31,54,76,61,53,51,18,4,52,28,60,59,29,74,73,5,20,19,47,76,32,75,40,76,16,15,31,35,43,9,48,22,3,71,6,21,30,2,68,1,29,58,25,42,7,50,45,41,34,27,23,,
75,62,23,76,51,14,69,59,76,76,69,42,16,45,8,58,36,56,5,76,14,17,54,11,33,19,76,51,57,43,48,14,9,64,41,58,66,37,76,76,8,23,40,59,65,20,70,65,60,31,7,17,72,63,4,43,52,1,53,8,56,22,3,76,2,26,25,55,70,9,47,60,70,22,31,19,,
50,Skipped,Skipped,46,Skipped,14,Skipped,Skipped,Skipped,Skipped,41,Skipped,14,24,14,Skipped,21,29,6,Skipped,13,12,Skipped,17,21,30,Skipped,47,Skipped,37,45,10,9,40,Skipped,Skipped,30,38,Skipped,Skipped,6,36,42,21,Skipped,17,44,52,30,51,5,27,Skipped,49,5,52,24,2,Skipped,4,52,30,2,Skipped,1,43,35,30,24,6,48,39,28,17,Skipped,17,,
75,35,17,69,41,16,62,33,76,76,60,32,13,37,6,70,35,32,5,73,14,15,73,11,25,25,71,45,63,43,76,13,3,59,51,65,57,28,76,76,8,29,30,30,27,26,61,58,75,26,7,18,72,68,2,57,31,1,58,12,41,27,7,76,3,40,34,36,39,9,62,60,57,39,30,24,,
76,30,22,76,76,13,76,30,76,76,37,26,17,17,6,76,30,76,6,76,16,12,76,15,48,25,76,76,76,28,45,10,5,76,30,76,76,37,76,76,10,28,30,42,30,17,76,76,76,22,6,30,76,43,2,50,40,2,44,6,40,22,4,76,1,37,76,76,46,14,49,76,46,17,26,17,,
76,76,76,76,76,11,76,76,76,76,76,76,19,20,12,76,76,76,5,76,19,7,76,76,24,27,76,76,76,27,76,13,4,76,76,76,28,76,76,76,8,76,22,31,76,26,76,76,76,76,10,29,76,76,3,76,76,1,76,15,76,76,6,76,2,76,76,76,76,9,76,76,76,30,76,26,,
Skipped,43,22,Skipped,Skipped,17,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,39,8,Skipped,30,40,5,Skipped,19,15,Skipped,13,Skipped,12,Skipped,Skipped,Skipped,24,23,14,16,36,37,Skipped,Skipped,29,42,Skipped,7,33,26,46,Skipped,25,Skipped,Skipped,Skipped,21,6,32,45,Skipped,3,Skipped,38,4,Skipped,11,27,18,1,Skipped,2,9,28,44,35,20,Skipped,Skipped,41,31,Skipped,34,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1,,
48,25,56,58,27,11,42,45,68,65,73,31,9,23,10,67,49,44,14,66,19,13,72,4,18,34,29,75,59,17,71,16,7,52,74,57,51,32,70,38,6,28,35,20,69,22,41,62,60,24,15,36,54,51,1,43,50,2,61,12,46,47,5,76,3,55,30,40,39,8,63,64,37,33,26,21,,
76,76,76,76,76,6,76,76,76,76,22,76,76,76,76,76,76,76,76,24,76,4,76,76,17,76,76,76,76,21,76,10,5,76,3,76,76,76,20,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,7,76,76,1,76,26,76,10,76,76,2,76,76,76,76,76,76,76,76,76,25,76,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
Skipped,30,Skipped,Skipped,50,19,Skipped,54,Skipped,Skipped,40,26,14,40,7,Skipped,39,Skipped,3,Skipped,13,15,Skipped,14,36,28,Skipped,Skipped,46,33,70,10,6,Skipped,Skipped,46,53,16,Skipped,Skipped,12,45,38,48,52,32,Skipped,41,Skipped,30,12,29,Skipped,75,4,45,60,1,Skipped,15,Skipped,18,5,Skipped,2,36,Skipped,49,Skipped,14,Skipped,45,46,24,31,14,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,1,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2,76,76,76,76,76,76,76,76,76,76,76,,
76,76,13,76,76,9,76,76,76,76,76,76,76,76,25,76,76,76,7,76,12,6,76,19,76,76,76,76,76,76,22,17,2,76,76,76,20,76,76,76,15,76,10,76,76,76,76,76,76,76,18,76,76,76,1,76,76,3,76,9,76,24,11,76,4,76,21,76,76,14,76,76,76,16,76,23,,
Skipped,Skipped,23,Skipped,Skipped,13,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,19,16,12,Skipped,Skipped,Skipped,2,Skipped,14,9,Skipped,19,Skipped,18,Skipped,Skipped,Skipped,Skipped,Skipped,9,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,15,Skipped,Skipped,Skipped,19,9,Skipped,Skipped,Skipped,4,Skipped,Skipped,2,Skipped,5,Skipped,19,5,Skipped,1,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,Skipped,17,24,Skipped,,
76,76,10,76,76,19,76,76,76,76,76,76,9,76,7,76,76,76,76,76,19,19,76,20,76,76,76,76,76,76,76,5,2,76,76,76,76,76,76,76,4,76,76,76,76,76,76,76,76,76,5,76,76,76,76,76,76,3,76,10,76,76,17,76,1,76,76,76,76,11,76,76,76,76,76,76,,
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,1,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,74,75,75,75,1,75,75,75,75,10,75,75,75,75,1,75,75,75,75,75,75,75,75,75,75,75,,
76,76,76,76,76,76,76,76,76,76,76,76,76,20,76,76,76,76,76,76,76,76,76,76,16,76,76,76,76,76,76,76,7,76,76,76,76,76,76,76,2,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,8,76,76,9,76,76,76,76,76,76,76,76,76,20,3,76,76,,
76,35,31,76,50,13,35,40,55,50,29,31,16,40,9,76,40,40,3,76,10,13,60,16,25,19,55,76,60,40,39,13,5,50,50,49,60,29,50,50,10,27,27,24,50,22,55,22,76,35,7,19,76,40,6,40,31,1,50,8,50,25,2,60,4,40,76,50,31,10,50,60,40,19,35,18,,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,,
Skipped,43,27,58,56,8,Skipped,59,Skipped,59,62,9,15,16,7,70,31,Skipped,5,Skipped,23,14,51,20,Skipped,18,Skipped,Skipped,38,35,21,10,6,34,45,32,38,22,11,76,7,11,19,Skipped,54,17,Skipped,39,Skipped,26,9,14,Skipped,76,2,Skipped,60,4,33,5,Skipped,30,2,Skipped,1,12,25,24,35,9,Skipped,73,65,Skipped,19,15,,
48,25,45,76,76,16,76,76,76,76,76,21,13,32,15,76,43,39,3,76,12,10,76,18,35,26,76,44,40,33,76,17,2,49,47,76,51,34,50,76,5,31,20,22,29,42,76,76,46,28,6,14,76,76,4,76,50,1,76,7,38,41,9,76,8,76,30,76,23,11,36,76,24,37,27,19,,
Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,Skipped,15,Skipped,Skipped,Skipped,4,Skipped,9,11,Skipped,16,Skipped,19,Skipped,Skipped,Skipped,23,Skipped,7,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,13,Skipped,Skipped,Skipped,Skipped,22,Skipped,Skipped,Skipped,21,10,17,Skipped,Skipped,5,Skipped,Skipped,2,Skipped,8,Skipped,24,3,Skipped,1,Skipped,Skipped,Skipped,25,18,Skipped,Skipped,Skipped,12,Skipped,Skipped,,
67,45,44,55,34,9,58,53,71,51,26,25,46,20,11,73,25,50,4,65,14,23,60,12,22,24,66,63,37,32,44,10,4,40,70,54,36,19,61,72,5,28,30,29,46,17,68,57,64,33,6,12,69,40,3,31,28,1,56,7,35,13,18,59,2,49,43,39,38,16,62,48,21,8,27,15,,
62,33,15,62,40,4,60,34,62,62,57,61,17,35,10,62,48,60,20,62,13,6,61,16,36,29,62,61,54,61,59,8,7,37,41,49,60,60,62,62,9,21,28,53,39,30,60,42,61,19,18,22,43,56,5,61,60,2,47,12,45,32,1,50,3,14,62,44,51,17,58,61,52,31,38,11,,
76,31,26,76,76,14,31,31,76,41,26,31,14,41,9,76,41,41,4,76,11,14,52,14,26,20,52,76,52,41,41,11,6,41,52,41,76,31,41,76,11,31,20,20,52,20,76,20,52,26,6,20,76,41,5,41,31,2,52,8,52,26,2,76,1,41,76,52,31,10,52,76,31,14,31,14,,
28,32,47,68,29,22,64,33,73,76,27,17,14,20,15,65,41,26,6,66,19,10,54,7,8,16,67,58,46,53,63,23,9,52,49,30,36,45,74,69,11,68,40,48,28,25,39,57,56,18,38,12,62,44,3,55,34,1,75,4,50,24,5,72,2,51,70,35,42,13,60,59,43,37,21,61,,
