rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,Num Cands,Num Seats
50,50,50,50,2,50,50,1,50,50,50,50,50,5,50,50,50,50,50,50,50,50,10,5,50,50,2,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,2,50,2,50,,
40,25,Skipped,37,4,13,10,1,41,17,21,42,Skipped,5,Skipped,Skipped,29,6,Skipped,28,Skipped,31,16,9,15,Skipped,8,38,Skipped,Skipped,24,Skipped,34,Skipped,12,22,14,Skipped,3,30,27,40,Skipped,37,20,23,2,31,7,19,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
23,50,50,50,2,8,26,3,50,12,14,19,26,1,35,50,32,12,50,34,50,50,3,28,22,50,8,50,50,50,30,50,35,50,50,14,10,50,2,4,50,10,50,50,50,38,10,18,1,50,,
43,42,42,42,1,42,42,4,42,42,42,42,48,42,42,42,42,42,42,42,42,42,49,41,42,42,40,46,42,42,42,42,42,42,42,42,42,42,2,42,47,50,42,42,42,45,3,44,5,42,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,6,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,,
34,39,38,19,2,27,14,4,9,31,20,17,40,3,32,23,50,5,50,29,50,26,16,8,24,50,11,36,25,50,50,37,30,35,18,15,7,50,1,22,28,21,50,50,12,10,13,33,6,50,,
44,21,44,45,5,13,15,2,50,18,34,50,48,4,47,Skipped,26,9,49,24,23,29,25,7,17,30,12,37,33,27,20,38,31,32,14,19,16,Skipped,1,28,46,39,35,36,35,43,6,42,3,40,,
22,Skipped,Skipped,Skipped,5,12,10,6,Skipped,Skipped,18,Skipped,50,1,Skipped,50,Skipped,3,50,Skipped,50,Skipped,14,8,15,50,9,35,50,50,Skipped,50,20,50,12,16,13,50,2,19,40,Skipped,50,Skipped,17,15,7,21,4,Skipped,,
50,50,50,50,6,50,13,1,14,50,19,18,50,50,50,50,20,5,50,50,50,50,9,17,50,50,7,50,50,8,50,50,11,50,12,50,14,50,3,50,50,50,50,10,50,8,4,50,2,50,,
50,50,50,50,50,50,50,2,50,50,50,8,50,50,50,50,50,9,50,50,50,50,7,5,50,50,6,50,50,50,50,50,50,50,50,10,50,50,3,50,50,50,50,50,50,50,4,50,1,50,,
49,50,50,35,15,40,15,11,18,45,25,18,40,15,48,47,47,19,50,47,50,49,20,10,47,50,9,30,47,47,50,48,40,47,45,30,40,50,1,47,8,12,47,45,40,30,3,49,2,49,,
49,50,50,11,2,11,3,8,18,50,21,17,Skipped,6,50,50,18,10,50,50,50,50,7,9,13,50,4,50,Skipped,Skipped,49,Skipped,21,14,20,13,12,50,1,10,9,22,Skipped,50,15,48,5,16,3,50,,
39,34,42,33,3,12,13,1,43,32,30,41,44,9,50,45,46,6,48,36,33,42,19,7,15,46,8,37,47,30,18,49,11,27,14,20,17,50,5,10,40,43,30,42,18,16,4,38,2,35,,
50,50,50,16,3,50,4,6,7,50,50,10,50,2,50,12,50,6,50,50,14,15,1,10,3,50,15,50,50,50,50,50,50,50,16,11,17,50,2,11,50,50,50,18,17,10,5,17,1,50,,
50,50,50,50,2,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,,
50,50,50,50,50,9,50,2,50,5,50,50,50,50,50,50,50,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,7,50,50,8,50,50,3,50,50,50,50,50,50,50,50,10,2,6,,
20,45,45,28,8,11,11,3,19,45,30,20,45,3,45,45,45,7,45,45,45,20,11,11,20,45,5,11,45,45,45,45,30,45,20,28,11,45,2,45,10,20,45,20,11,5,9,11,1,28,,
50,50,50,50,4,10,19,3,50,39,50,50,50,22,50,50,50,15,50,50,50,50,50,13,50,50,35,50,50,50,41,35,50,47,13,50,19,50,1,50,50,50,50,50,49,33,50,50,2,50,,
14,Skipped,9,36,4,16,9,5,9,44,31,17,49,5,46,18,36,5,Skipped,27,16,19,5,16,20,Skipped,9,Skipped,39,50,Skipped,50,28,25,14,17,14,Skipped,1,14,9,20,42,14,15,16,3,27,2,Skipped,,
48,48,48,48,19,24,43,10,50,48,48,50,48,40,48,48,48,34,49,48,48,48,50,26,46,48,30,48,48,48,48,48,48,48,42,48,44,48,2,48,48,48,48,48,47,48,3,48,1,48,,
38,38,Skipped,38,1,16,10,3,38,38,38,38,49,2,47,Skipped,38,18,33,Skipped,Skipped,38,45,7,36,43,8,39,41,42,38,48,40,11,17,32,37,Skipped,4,38,38,46,50,44,34,35,6,38,5,38,,
50,50,50,50,1,50,7,9,21,50,17,16,19,11,50,50,50,13,50,50,50,50,5,10,18,50,6,50,50,50,50,22,50,23,14,26,50,50,3,50,25,20,50,15,12,8,4,50,2,24,,
22,41,13,27,7,50,10,5,15,34,26,46,24,17,39,33,29,8,35,38,21,16,4,6,9,44,11,40,37,45,50,30,32,20,25,18,14,50,2,31,12,36,43,19,28,23,3,42,1,50,,
14,50,50,50,5,17,10,3,15,19,18,9,50,4,50,50,50,12,50,50,50,50,16,8,50,50,6,50,50,50,50,50,20,50,50,50,11,50,2,50,21,50,50,50,50,13,7,50,1,50,,
35,50,50,25,7,25,49,2,16,20,20,5,47,15,45,29,50,18,50,26,50,50,3,10,30,50,6,25,50,50,50,50,27,50,48,11,19,50,4,28,20,17,50,50,30,11,8,9,1,25,,
50,50,26,50,3,50,11,5,50,26,22,21,25,1,18,50,50,9,50,50,50,50,7,17,14,26,12,50,50,50,50,26,20,50,10,15,6,50,2,16,50,19,24,23,50,13,8,50,4,26,,
50,50,50,50,50,50,6,50,11,50,7,8,50,50,50,50,50,50,50,50,50,3,50,9,5,50,50,50,50,50,50,50,50,50,12,50,50,50,2,4,50,13,50,50,50,50,10,50,1,50,,
50,50,5,50,4,50,50,13,50,50,50,50,50,4,50,50,50,15,50,50,11,50,50,50,5,50,3,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,36,50,50,7,50,1,50,,
17,47,29,11,1,12,32,16,27,7,28,20,21,15,44,42,38,25,50,22,30,41,5,24,26,40,3,33,36,39,31,48,34,23,46,35,10,37,2,43,12,14,45,19,13,18,12,6,4,49,,
18,50,19,50,2,50,11,24,33,50,15,9,50,3,50,50,50,50,50,13,50,50,10,50,26,50,8,50,23,50,50,50,50,50,50,21,3,50,1,50,8,20,50,4,4,6,5,50,7,50,,
50,50,50,50,6,50,12,50,8,50,11,50,50,50,50,50,50,50,50,50,50,50,5,50,50,50,4,50,50,50,50,50,50,50,50,50,50,50,1,50,50,10,50,50,9,7,3,50,2,50,,
50,50,50,50,10,14,42,4,50,46,50,50,50,44,50,50,50,25,50,50,50,50,50,19,48,50,37,50,50,50,50,50,50,50,45,50,45,50,1,50,50,50,50,50,50,46,36,50,2,50,,
50,50,50,50,4,33,50,50,50,50,50,8,50,6,50,50,50,50,50,50,50,50,5,50,50,49,50,50,50,50,50,50,50,50,50,16,2,50,1,50,50,31,50,50,38,50,45,47,50,50,,
50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,4,50,50,50,50,50,50,50,2,50,,
50,50,26,50,4,25,20,12,13,50,26,50,50,1,50,50,50,14,50,50,24,50,11,27,16,25,6,50,50,50,27,50,50,50,13,50,24,50,2,50,5,50,50,20,20,8,5,27,3,50,,
50,50,21,50,1,50,8,14,18,50,50,50,50,5,50,50,50,9,50,50,25,50,6,13,12,50,23,50,50,50,50,50,19,50,7,20,10,50,2,50,11,50,50,22,17,24,4,50,3,50,,
21,30,24,32,4,13,14,10,23,37,31,29,44,6,47,43,34,12,41,36,25,34,9,7,22,38,5,39,46,49,28,48,35,42,15,17,19,50,3,19,16,26,45,27,8,11,2,20,1,40,,
Skipped,Skipped,Skipped,Skipped,10,40,30,2,8,Skipped,33,22,47,Skipped,Skipped,48,Skipped,25,Skipped,Skipped,49,Skipped,9,20,Skipped,45,2,Skipped,Skipped,Skipped,Skipped,48,33,Skipped,Skipped,5,15,Skipped,1,28,15,33,48,Skipped,30,14,1,Skipped,1,Skipped,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,9,Skipped,Skipped,Skipped,11,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,7,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,8,Skipped,3,Skipped,,
30,40,34,46,30,49,49,3,4,49,40,1,10,18,Skipped,38,7,36,Skipped,44,10,20,1,10,27,38,7,49,Skipped,43,49,Skipped,8,49,49,36,27,Skipped,20,42,49,36,43,44,1,41,1,48,49,49,,
12,50,50,18,3,50,20,7,9,14,19,15,50,11,13,50,22,6,50,50,50,50,10,7,7,50,5,16,50,50,50,50,23,50,50,10,17,50,1,19,50,50,50,50,50,10,4,8,2,50,,
50,50,50,50,2,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,5,50,50,50,50,4,50,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,,
5,50,50,14,3,12,7,8,50,50,50,13,50,5,50,50,50,50,50,50,50,50,10,11,50,50,50,50,50,50,50,50,50,50,9,6,50,50,1,50,50,50,50,50,50,50,4,50,2,50,,
18,49,15,16,2,12,Skipped,4,Skipped,13,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,Skipped,Skipped,9,10,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,5,49,1,Skipped,Skipped,Skipped,Skipped,11,Skipped,Skipped,7,17,3,Skipped,,
50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,50,50,2,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,1,50,2,50,,
50,50,50,50,2,50,9,5,13,50,20,50,50,50,50,50,50,8,50,50,50,50,16,12,50,50,6,50,50,50,50,50,50,50,10,50,15,50,1,50,11,50,50,50,18,13,7,17,2,50,,
37,40,12,24,1,26,19,7,16,30,29,38,32,2,31,20,11,3,33,25,6,21,14,13,39,48,10,43,49,34,41,28,17,47,15,22,8,50,4,42,23,18,27,46,36,35,5,44,9,45,,
9,13,50,50,6,5,10,50,50,20,50,50,50,4,50,50,50,50,50,50,50,50,15,50,50,50,50,2,50,50,11,50,50,50,11,50,50,4,50,50,50,50,50,7,3,14,50,8,50,1,,
49,49,49,49,5,16,20,24,49,49,49,49,49,41,49,49,49,21,49,49,49,49,50,3,38,49,6,49,49,49,25,49,49,49,41,46,42,49,1,49,49,49,49,49,41,40,4,49,2,49,,
10,Skipped,Skipped,20,2,5,14,15,Skipped,Skipped,19,Skipped,Skipped,6,Skipped,Skipped,Skipped,16,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,12,17,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,11,18,9,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,8,13,7,Skipped,4,Skipped,,
50,50,50,50,33,16,42,42,50,50,50,50,50,41,50,50,50,50,50,50,50,50,50,47,50,50,50,50,50,50,50,50,50,50,45,50,50,50,1,50,50,50,50,50,50,50,5,50,6,50,,
50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
22,50,50,16,1,24,12,9,13,27,23,33,34,4,50,32,50,17,50,50,50,50,3,21,26,50,2,14,30,50,25,35,50,29,8,31,15,50,7,50,6,36,28,19,20,10,11,18,5,50,,
40,25,Skipped,45,1,13,10,6,41,17,21,42,Skipped,9,47,Skipped,29,4,Skipped,28,Skipped,31,16,8,15,Skipped,7,38,Skipped,Skipped,24,Skipped,34,Skipped,12,22,14,Skipped,2,30,27,40,Skipped,37,20,23,5,31,3,19,,
50,5,50,50,1,50,3,50,50,50,50,50,50,6,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,4,50,50,50,2,50,50,50,50,50,50,50,50,50,50,50,,
50,50,50,50,4,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,1,50,,
8,6,44,20,2,20,2,4,19,50,14,38,44,4,44,45,38,3,20,20,47,6,6,6,19,44,3,23,44,44,20,44,44,44,2,14,4,47,1,47,23,44,44,44,3,3,2,46,1,44,,
50,50,50,50,2,11,4,7,13,50,50,13,50,3,50,50,50,50,50,50,50,50,9,10,12,50,8,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,9,50,9,6,50,5,50,,
40,24,Skipped,45,2,11,10,4,41,14,21,42,Skipped,9,47,Skipped,29,5,Skipped,28,27,31,22,8,15,Skipped,7,38,Skipped,32,23,Skipped,35,Skipped,12,21,13,Skipped,3,30,34,40,Skipped,37,20,22,6,31,1,27,,
35,41,49,7,3,5,11,14,44,12,38,34,50,1,47,32,45,6,31,22,27,29,8,36,40,48,20,23,28,26,24,46,13,21,11,17,15,37,2,33,9,18,19,43,42,33,25,37,4,16,,
50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,6,50,50,50,50,50,50,50,50,50,50,50,50,50,5,50,1,50,50,50,50,50,50,50,4,50,2,50,,
44,21,44,45,3,15,14,4,50,18,34,50,48,9,47,Skipped,26,5,49,24,23,29,25,6,17,30,8,37,Skipped,27,20,Skipped,31,Skipped,13,19,16,Skipped,2,28,46,39,35,36,35,43,1,42,7,40,,
1,26,21,20,3,11,17,12,14,27,33,29,43,2,38,35,39,19,50,32,15,18,10,28,30,45,9,23,47,47,49,44,34,42,16,25,5,48,4,37,22,31,40,41,8,13,6,24,7,36,,
50,50,50,50,5,50,13,15,12,50,50,9,50,1,50,50,50,50,50,50,50,50,6,11,50,50,10,50,50,50,50,50,50,50,14,7,50,50,1,50,3,50,50,50,50,8,4,50,2,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
Skipped,Skipped,Skipped,43,5,47,40,4,13,48,14,Skipped,42,9,Skipped,16,Skipped,6,Skipped,Skipped,Skipped,Skipped,17,8,Skipped,Skipped,7,49,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,41,3,44,Skipped,2,10,50,15,Skipped,45,18,12,11,46,1,Skipped,,
32,35,20,12,5,25,9,1,50,13,10,30,21,16,33,50,50,3,50,34,50,50,29,24,28,19,8,27,50,50,50,22,18,50,7,17,15,50,4,50,26,11,50,14,36,50,6,31,2,23,,
49,49,Skipped,17,4,49,2,5,11,17,14,15,50,3,Skipped,49,49,17,23,40,49,49,12,9,15,Skipped,8,49,49,49,49,Skipped,26,49,10,13,11,49,1,49,49,16,25,49,10,24,7,49,6,Skipped,,
50,50,50,50,50,50,9,3,50,50,50,50,50,50,50,50,50,8,50,50,50,50,4,6,7,50,50,50,50,50,50,50,50,50,50,5,50,50,2,50,50,50,50,50,50,50,10,50,1,50,,
31,38,25,33,4,37,7,8,20,23,15,19,41,5,47,27,28,9,50,42,26,30,12,13,14,29,11,45,36,49,40,48,21,35,6,16,10,44,1,18,22,17,43,39,32,24,3,34,2,46,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,50,50,50,50,2,50,50,50,,
50,50,50,5,1,50,50,4,50,50,50,50,50,1,50,50,50,50,50,50,50,50,2,10,50,50,9,50,50,50,7,50,50,50,50,50,8,50,4,50,50,50,50,50,6,50,5,9,3,50,,
1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
6,50,50,50,2,50,2,50,50,50,9,50,50,50,50,50,7,3,50,50,50,50,50,50,50,50,8,50,50,50,50,50,10,50,2,50,5,50,1,50,50,50,50,50,50,50,50,50,2,50,,
50,50,50,50,5,19,4,17,8,11,10,50,11,6,50,50,50,11,50,50,50,50,11,50,50,17,22,21,50,50,18,11,50,50,11,50,23,50,1,50,2,50,50,50,50,7,20,9,3,24,,
26,39,41,13,12,15,50,5,30,21,19,3,33,8,45,18,49,11,43,36,31,28,2,6,23,38,14,25,48,34,35,40,22,46,29,9,37,42,1,7,27,17,47,44,24,16,4,10,20,32,,
47,46,46,46,44,45,46,2,46,46,46,46,46,46,46,46,46,46,46,46,46,46,50,46,46,46,46,46,46,46,46,46,46,49,46,46,46,46,46,46,46,48,46,46,46,46,1,46,3,46,,
50,50,50,50,1,24,2,40,50,50,50,50,50,23,50,50,50,18,50,50,50,50,50,8,47,50,7,50,50,50,50,50,50,50,25,47,49,50,4,50,50,50,50,50,30,41,5,50,3,50,,
50,50,24,13,50,33,8,3,50,14,16,50,18,50,19,50,50,5,33,50,33,50,6,11,9,27,4,33,28,34,33,22,28,26,10,50,15,50,2,50,12,17,29,26,50,50,7,50,1,23,,
50,50,50,50,1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,3,50,,
50,50,50,50,1,24,2,40,50,50,50,50,50,23,50,50,50,18,50,50,50,50,50,8,47,50,7,50,50,50,50,50,50,50,25,47,49,50,4,50,50,50,50,50,30,41,5,50,3,50,,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,
41,21,44,45,1,13,15,4,50,18,34,50,48,5,47,25,26,9,49,24,23,29,25,7,17,30,12,37,33,27,20,38,31,32,14,19,16,22,2,28,46,39,35,36,35,43,6,42,3,40,,
49,49,49,49,1,49,49,45,3,49,49,49,49,Skipped,49,49,49,3,49,49,49,49,49,49,49,49,6,47,49,49,49,49,49,49,49,49,49,49,1,49,2,49,49,49,9,49,49,49,2,49,,
23,50,40,26,6,25,47,4,22,33,21,17,34,7,35,32,37,29,43,28,39,46,8,14,12,42,5,24,27,36,20,44,30,49,38,10,11,45,1,9,19,18,41,48,16,15,3,13,2,31,,
47,6,10,36,7,39,3,15,32,47,26,43,48,7,45,31,46,22,37,30,20,34,48,18,14,27,12,49,47,48,50,45,33,35,2,25,27,48,1,38,28,30,35,32,37,42,20,41,5,40,,
50,50,50,29,4,25,10,7,14,21,30,30,50,16,50,50,50,26,50,50,24,45,8,8,20,50,18,15,50,50,27,50,44,33,22,19,17,50,1,28,6,36,50,50,23,9,3,5,2,50,,
41,36,48,34,2,20,10,7,49,Skipped,27,47,49,7,Skipped,49,Skipped,4,49,38,49,Skipped,24,5,23,49,6,34,49,49,Skipped,49,21,49,21,25,23,49,1,20,43,Skipped,49,Skipped,26,22,8,22,3,37,,
32,46,9,37,6,38,24,4,17,41,22,11,34,7,39,20,45,8,49,27,18,15,26,5,14,47,10,28,44,40,35,36,31,42,30,21,16,50,2,29,25,13,33,23,19,12,1,43,3,48,,
50,50,50,25,3,17,21,15,13,18,24,19,50,50,50,50,50,9,50,29,50,50,8,12,23,50,7,50,50,50,26,50,28,50,6,4,22,50,1,20,10,27,50,50,11,5,14,16,2,50,,
40,25,47,37,4,13,10,1,41,17,21,42,Skipped,5,Skipped,Skipped,Skipped,6,Skipped,28,Skipped,31,16,9,15,Skipped,8,38,Skipped,Skipped,24,Skipped,Skipped,Skipped,12,22,14,Skipped,3,Skipped,27,40,Skipped,Skipped,20,23,2,31,7,19,,
22,Skipped,Skipped,Skipped,4,11,10,7,Skipped,Skipped,18,Skipped,50,5,Skipped,50,Skipped,6,50,Skipped,50,Skipped,13,8,14,50,9,35,50,50,Skipped,50,20,50,12,16,11,50,3,19,40,Skipped,50,Skipped,17,15,1,21,2,Skipped,,
50,50,50,50,1,50,50,6,50,50,50,15,50,50,50,50,50,50,50,50,50,50,4,50,50,50,3,50,50,50,50,50,50,50,50,50,10,50,7,50,50,50,50,50,50,2,5,50,9,50,,
50,50,50,50,3,50,50,4,50,50,50,50,50,5,50,50,50,50,50,50,50,50,10,8,9,50,7,50,50,50,50,50,50,50,50,50,50,50,6,50,50,50,50,50,50,50,1,50,2,50,,
50,50,50,50,50,50,50,5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2,50,1,50,,
45,23,41,17,2,28,16,12,11,26,40,50,48,6,45,24,47,13,37,48,50,23,22,8,42,44,4,50,25,50,31,49,50,50,11,16,3,43,1,35,15,46,50,10,5,8,7,15,7,29,,
28,50,18,27,2,15,4,7,17,50,29,50,50,1,50,50,24,13,50,50,16,20,8,19,11,21,14,50,50,50,50,50,50,50,12,23,6,50,3,30,50,50,30,25,10,26,9,22,5,50,,
50,17,50,50,7,16,8,9,50,50,50,50,50,5,50,50,50,10,50,50,50,50,6,50,50,50,12,50,50,50,50,50,50,50,4,50,11,50,3,50,14,50,50,15,13,18,1,50,2,50,,
22,Skipped,Skipped,Skipped,4,11,10,7,Skipped,Skipped,18,Skipped,50,5,Skipped,50,Skipped,6,50,Skipped,50,Skipped,13,8,14,50,9,35,50,50,Skipped,50,20,50,12,16,11,50,3,19,40,Skipped,50,Skipped,17,15,1,21,2,Skipped,,
50,50,50,50,50,50,50,3,50,50,5,50,50,50,50,50,50,50,50,50,50,50,50,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,5,50,50,50,50,2,50,2,50,,
27,50,33,24,2,50,34,6,11,38,37,9,50,1,30,7,50,5,50,45,43,44,10,16,8,50,13,50,29,25,46,50,28,50,36,7,23,31,3,25,41,35,20,40,42,33,12,15,4,39,,
Skipped,Skipped,9,Skipped,2,Skipped,11,5,16,Skipped,18,24,Skipped,10,Skipped,Skipped,20,12,Skipped,Skipped,Skipped,Skipped,23,8,14,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,17,Skipped,Skipped,7,13,Skipped,1,19,Skipped,21,22,Skipped,Skipped,15,6,Skipped,3,Skipped,,
50,50,15,17,14,18,3,4,15,50,50,18,50,50,50,50,50,9,50,50,50,10,6,7,14,50,7,50,50,30,21,50,23,13,50,5,15,50,1,15,50,22,50,50,50,50,6,50,2,50,,
33,28,21,49,3,7,2,6,9,48,14,23,29,4,37,42,41,13,46,36,27,22,15,20,43,47,10,39,32,30,50,26,40,24,12,45,11,25,1,44,18,35,38,31,34,16,8,17,5,19,,
50,50,50,50,2,50,50,9,50,50,50,9,50,50,50,50,50,50,50,50,50,50,50,20,5,50,50,50,50,50,50,50,50,50,50,8,50,50,2,50,50,50,50,50,50,50,50,50,1,50,,
50,50,50,50,50,50,3,10,50,50,50,50,50,6,50,50,50,50,50,50,50,50,50,50,7,50,50,50,50,50,50,50,50,50,4,50,5,50,2,50,50,50,50,50,50,50,50,50,1,50,,
16,31,30,35,5,24,11,3,25,12,Skipped,26,Skipped,6,Skipped,Skipped,Skipped,22,34,Skipped,19,28,7,8,18,Skipped,15,Skipped,27,Skipped,Skipped,21,23,33,10,20,13,29,1,Skipped,14,Skipped,32,Skipped,9,17,4,Skipped,2,36,,
50,12,50,18,4,50,10,8,14,50,17,50,50,3,50,50,50,7,50,50,50,50,50,21,16,50,19,50,50,50,50,50,22,50,11,15,13,50,2,50,20,50,50,50,50,9,6,50,1,50,,
Skipped,Skipped,Skipped,Skipped,4,50,10,5,22,Skipped,12,18,Skipped,2,Skipped,28,17,8,Skipped,Skipped,11,28,50,28,21,15,19,50,Skipped,Skipped,Skipped,Skipped,17,Skipped,28,9,6,Skipped,3,28,50,13,Skipped,14,28,20,7,50,1,Skipped,,
41,21,44,45,1,13,15,4,50,18,34,50,48,5,47,25,26,9,49,24,23,29,36,7,17,30,12,37,33,27,20,38,31,32,14,19,16,22,2,28,46,39,35,36,35,43,6,42,3,40,,
24,37,49,35,1,13,10,5,50,Skipped,20,48,50,7,Skipped,50,Skipped,2,50,39,50,Skipped,18,6,17,50,9,35,50,50,Skipped,50,22,50,12,18,15,50,3,21,40,Skipped,50,Skipped,19,16,8,23,4,38,,
50,50,50,50,50,50,50,50,50,50,50,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,50,50,50,,
41,21,44,45,1,13,15,4,50,18,34,50,48,5,47,25,26,9,49,24,23,29,36,7,17,30,12,37,33,27,20,38,31,32,14,19,16,22,2,28,46,39,35,36,35,43,6,42,3,40,,
