rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,Num Cands,Num Seats
Skipped,Skipped,Skipped,Skipped,7,Skipped,9,Skipped,Skipped,10,11,Skipped,12,Skipped,Skipped,Skipped,Skipped,Skipped,3,8,Skipped,Skipped,Skipped,Skipped,11,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,2,4,Skipped,1,Skipped,,
42,42,42,4,1,42,42,8,42,42,11,42,42,10,42,42,12,9,42,5,7,42,14,42,42,42,42,42,42,42,13,42,15,42,3,42,42,2,42,42,6,42,,
2,42,10,42,42,42,42,42,42,5,6,42,8,42,42,9,42,42,42,42,1,42,42,42,42,4,42,42,42,42,42,42,42,7,42,42,3,42,42,42,42,42,,
42,42,42,42,3,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2,42,42,42,42,42,42,42,,
5,2,1,1,3,4,3,1,3,1,3,2,1,3,4,2,1,4,1,2,1,5,3,1,1,3,2,3,5,4,4,4,5,2,3,4,2,5,3,3,1,2,,
42,42,17,9,7,42,13,11,22,15,42,42,42,14,16,42,42,19,42,10,18,42,20,42,42,42,42,42,5,3,42,42,1,4,12,42,42,6,42,2,8,21,,
40,40,40,40,2,40,40,4,40,40,40,40,40,42,40,40,40,40,40,40,40,40,40,40,40,40,3,40,40,40,40,40,40,40,40,40,40,1,40,40,41,40,,
42,42,42,2,42,42,42,42,42,42,3,42,42,42,42,42,4,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,,
32,31,30,42,21,18,25,26,35,1,11,24,8,36,32,33,18,18,39,23,40,33,19,13,11,7,38,34,23,23,3,2,29,3,24,30,23,26,39,30,31,42,,
8,13,40,2,6,32,4,18,26,5,27,41,15,29,19,38,35,23,33,14,22,24,10,34,12,16,11,37,28,20,17,36,21,9,1,31,25,7,39,30,3,42,,
10,8,42,4,1,42,42,11,15,42,42,42,42,13,42,42,42,12,42,5,7,42,42,42,42,42,42,42,42,42,42,42,42,14,3,42,42,2,42,42,6,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,3,42,42,42,42,42,42,42,2,42,42,42,42,,
4,13,38,1,31,20,15,26,22,38,18,24,36,28,19,32,17,7,21,30,2,37,Skipped,5,11,12,9,29,16,20,35,37,23,6,34,27,14,25,8,10,3,33,,
36,36,4,1,3,36,36,36,36,36,9,35,36,36,36,39,36,36,36,36,36,36,36,36,36,42,41,36,36,40,36,8,36,36,38,36,36,2,7,37,36,36,,
1,15,3,5,14,42,42,42,42,42,3,8,42,2,21,42,16,42,42,10,42,6,17,9,42,42,13,18,20,12,42,19,20,11,7,42,42,42,42,42,42,4,,
42,42,42,42,1,42,42,3,42,42,42,42,42,42,42,42,42,42,42,5,42,7,9,42,42,42,42,8,42,42,4,42,42,42,6,42,42,2,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
1,8,41,41,41,41,7,41,41,5,4,41,3,41,41,41,41,41,41,41,2,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,6,42,,
42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,2,42,42,42,1,42,4,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,3,42,42,42,42,,
42,33,37,25,5,41,21,32,18,24,29,31,6,35,39,15,7,38,23,8,1,26,14,10,11,4,9,19,22,40,16,34,17,12,27,28,30,2,17,17,3,36,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,2,42,42,42,42,3,42,42,42,42,42,42,42,,
42,42,42,1,13,42,42,3,42,42,42,5,4,17,9,42,42,42,11,7,42,42,42,42,10,15,1,19,14,8,18,42,12,42,16,42,42,42,42,42,42,6,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,3,42,4,1,42,42,42,42,2,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,2,42,42,42,42,42,42,42,42,42,42,42,42,42,42,6,42,3,42,42,42,42,42,42,42,42,42,42,4,42,1,42,42,5,42,42,42,42,,
42,42,42,2,5,42,42,13,14,42,11,42,20,3,42,42,18,42,Skipped,Skipped,1,6,15,42,4,42,9,42,21,42,Skipped,Skipped,7,42,Skipped,12,16,8,17,22,10,19,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,2,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,3,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2,1,42,,
42,42,39,40,4,42,42,42,42,42,5,41,42,3,42,42,42,2,42,42,42,42,42,42,42,42,37,42,42,42,42,42,42,42,42,42,42,1,42,42,42,38,,
42,42,42,42,42,42,42,42,42,42,42,42,42,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,,
42,Skipped,Skipped,38,Skipped,16,12,5,Skipped,Skipped,37,34,42,29,17,Skipped,42,3,42,9,19,Skipped,4,42,Skipped,42,42,42,22,25,14,Skipped,Skipped,42,7,1,Skipped,2,42,42,20,42,,
42,42,42,2,1,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,3,10,,
