file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Gosford.csv,HOLSTEIN Chris,HOLSTEIN Chris,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy,SMITH Kathy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Albury.csv,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,APLIN Greg,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross,JACKSON Ross
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lane Cove.csv,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ROBERTS Anthony,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew,ZBIK Andrew
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ku-ring-gai.csv,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,HENSKENS Alister,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa,McINNES Pippa
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Goulburn.csv,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,GOWARD Pru,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula,STEPHENS Ursula
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lakemba.csv,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad,DIB Jihad
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Hawkesbury.csv,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,PERROTTET Dominic,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry,CALVERT Barry
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Miranda.csv,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,PETINOS Eleni,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg,HOLLAND Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bega.csv,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,CONSTANCE Andrew,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne,ATKINSON Leanne
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_North Shore.csv,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,SKINNER Jillian,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur,CHESTERFIELD-EVANS Arthur
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wagga Wagga.csv,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,MAGUIRE Daryl,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan,HAYES Dan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Swansea.csv,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin,CATLEY Yasmin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Prospect.csv,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh,McDERMOTT Hugh
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wallsend.csv,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia,HORNERY Sonia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Heathcote.csv,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Drummoyne.csv,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Seven Hills.csv,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,TAYLOR Mark,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai,BENJAMIN Susai
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Terrigal.csv,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,CROUCH Adam,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff,SUNDSTROM Jeff
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cabramatta.csv,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cootamundra.csv,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina,HODGKINSON Katrina
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Mulgoa.csv,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,DAVIES Tanya,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd,CARNEY Todd
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Willoughby.csv,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison,HAINES Alison
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Blue Mountains.csv,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish,DOYLE Trish
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Liverpool.csv,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie,PARKER Jamie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny,LEONG Jenny
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Port Stephens.csv,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate,WASHINGTON Kate
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Oxley.csv,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran,ARMITAGE Fran
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Kiama.csv,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,WARD Gareth,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn,KOLOMEITZ Glenn
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Fairfield.csv,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy,ZANGARI Guy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Northern Tablelands.csv,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_The Entrance.csv,SHARPE Michael,SHARPE Michael,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David,MEHAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Londonderry.csv,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ryde.csv,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Castle Hill.csv,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray,WILLIAMS Ray
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Barwon.csv,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,HUMPHRIES Kevin,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan,BOEHM Rohan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Baulkham Hills.csv,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ballina.csv,BEAVIS Kris,BEAVIS Kris,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lismore.csv,GEORGE Thomas,GEORGE Thomas,GEORGE Thomas,GEORGE Thomas,GEORGE Thomas,GEORGE Thomas,SMITH Isaac,SMITH Isaac,GEORGE Thomas,SMITH Isaac,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam,GUISE Adam
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Monaro.csv,BARILARO John,BARILARO John,BARILARO John,BARILARO John,BARILARO John,BARILARO John,BARILARO John,BARILARO John,BARILARO John,BARILARO John,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve,WHAN Steve
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Epping.csv,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,TUDEHOPE Damien,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David,HAVYATT David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Macquarie Fields.csv,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack,CHANTHIVONG Anoulack
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Clarence.csv,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GULAPTIS Chris,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent,GILBERT Trent
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Charlestown.csv,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie,HARRISON Jodie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Tamworth.csv,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,ANDERSON Kevin,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter,DRAPER Peter
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Rockdale.csv,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve,KAMPER Steve
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Davidson.csv,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,O'DEA Jonathan,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David,SENTINELLA David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Myall Lakes.csv,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Coogee.csv,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,NOTLEY-SMITH Bruce,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul,PEARCE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_South Coast.csv,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona,PHILLIPS Fiona
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Summer Hill.csv,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wyong.csv,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David,HARRIS David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Heffron.csv,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron
