Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num cands,Num seats
LE8442,CHRIS CONDIE,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,skipped,9,2
LE8443,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,9,2
LE8444,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8445,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,9,2
LE8446,AARON BULLEN,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE8447,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8448,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE8449,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8450,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8451,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,ETHAN M. ERICKSON,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,9,2
LE8452,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8453,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8454,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,9,2
LE8455,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE8456,MICHELLE MILES,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8457,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE8458,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8459,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,9,2
LE8460,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,9,2
LE8461,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,9,2
LE8462,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE8463,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,9,2
LE8464,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8465,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8466,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE8468,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE8469,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE8470,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8471,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8472,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE8473,MONTANE C HAMILTON,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8474,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,skipped,skipped,skipped,9,2
LE8475,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,9,2
LE8476,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8477,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,9,2
LE8478,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,skipped,skipped,9,2
LE8479,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,9,2
LE8480,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,PAUL HANCOCK,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE8481,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,skipped,skipped,skipped,skipped,9,2
LE8482,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8483,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,9,2
LE8484,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,9,2
LE8485,MICHELLE MILES,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,skipped,9,2
LE8486,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,9,2
LE8487,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE8488,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8489,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,9,2
LE8490,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8491,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,skipped,skipped,9,2
LE8492,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,skipped,9,2
LE8493,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,9,2
LE8494,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE8495,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,skipped,skipped,skipped,9,2
LE8496,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8497,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,skipped,skipped,skipped,9,2
LE8498,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE8499,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,skipped,skipped,skipped,skipped,9,2
LE8500,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8501,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,9,2
LE8502,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,9,2
LE8503,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8504,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE8505,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE8506,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE8507,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE8508,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8509,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,MICHELLE MILES,9,2
LE8510,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8511,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,CHRIS CONDIE,9,2
LE8512,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE8513,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8514,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,NICOLE KUNZE,9,2
LE8515,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8516,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,9,2
LE8517,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8518,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,9,2
LE8519,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8520,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,9,2
LE8521,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8522,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8523,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,9,2
LE8524,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,MICHELLE MILES,9,2
LE8525,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8526,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE8527,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,ETHAN M. ERICKSON,MONTANE C HAMILTON,9,2
LE8529,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8531,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8532,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,ETHAN M. ERICKSON,CHRIS CONDIE,CAMI PURTSCHERT,9,2
LE8533,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE8534,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8535,CAMI PURTSCHERT,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,9,2
LE8537,CHRIS CONDIE,ETHAN M. ERICKSON,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,9,2
LE8538,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,9,2
LE8539,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,9,2
LE8540,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8541,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,MICHELLE MILES,9,2
LE8542,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE8543,LORI MCINTOSH LE,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,9,2
LE8544,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,9,2
LE8545,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,9,2
LE8546,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE8547,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,AARON BULLEN,9,2
LE8548,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8549,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,9,2
LE8550,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,9,2
LE8551,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE8552,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8553,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE8554,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8555,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE8556,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE8557,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8558,AARON BULLEN,ETHAN M. ERICKSON,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE8559,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE8560,ETHAN M. ERICKSON,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE8561,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,skipped,skipped,9,2
LE8562,ETHAN M. ERICKSON,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE8563,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8564,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,9,2
LE8565,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8566,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8567,MICHELLE MILES,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8568,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8569,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8570,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,ETHAN M. ERICKSON,9,2
LE8571,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8572,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE8573,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,ETHAN M. ERICKSON,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,9,2
LE8574,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE8575,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE8576,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE8577,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,LORI MCINTOSH LE,9,2
LE8578,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8579,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,9,2
LE8580,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8581,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE8582,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8583,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE8584,LORI MCINTOSH LE,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE8585,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE8586,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,9,2
