rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,numSeats,numCands
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,44,Skipped,Skipped,3,Skipped,10,Skipped,43,44,4,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,44,2,Skipped,Skipped,43,44,Skipped,Skipped,Skipped,,
2,44,44,44,44,1,44,44,4,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,5,44,44,44,44,44,44,3,44,44,44,44,44,44,44,6,,
Skipped,7,Skipped,10,Skipped,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,3,9,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,5,4,Skipped,Skipped,Skipped,,
44,44,44,44,44,44,44,44,44,44,44,10,44,44,44,44,3,6,44,44,44,44,44,44,44,44,44,44,44,44,44,15,44,44,44,2,1,44,44,5,44,44,44,44,,
25,14,44,44,13,42,9,5,4,12,14,9,15,13,11,12,27,20,10,14,22,8,6,38,5,33,37,9,7,1,17,2,17,43,6,25,30,32,39,8,27,22,3,20,,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2,44,44,44,44,44,44,44,44,44,44,44,44,44,44,1,44,44,44,44,44,44,44,,
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,,
44,44,44,44,44,44,44,44,44,44,44,1,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,,
44,44,44,44,5,44,2,22,18,44,3,7,19,44,15,44,44,14,11,44,8,9,17,44,17,44,44,16,13,6,44,1,20,44,44,12,18,44,44,4,44,10,21,44,,
44,44,44,44,44,44,4,44,44,7,44,44,44,5,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,3,1,2,44,44,44,44,6,,
44,44,44,44,44,44,44,8,44,44,44,3,44,2,44,44,44,44,44,10,44,7,11,44,44,44,44,44,6,44,44,44,44,44,5,1,4,44,44,9,44,44,44,44,,
8,42,20,10,20,35,2,15,5,20,16,39,19,37,20,14,4,40,11,41,6,17,20,20,20,20,43,38,13,18,20,20,7,36,20,3,1,20,20,9,44,20,20,12,,
29,11,10,21,36,43,18,6,3,40,33,28,8,1,34,17,37,2,16,41,21,24,14,12,24,33,4,42,22,38,39,24,15,14,42,44,31,10,7,23,5,10,25,21,,
43,21,17,29,43,43,20,26,23,10,43,8,14,2,19,31,11,32,30,28,33,24,25,7,34,43,13,43,5,15,43,35,18,12,43,16,1,9,6,4,3,22,35,27,,
