VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,rank7
iVote,Enrolment/NAMAV,21191,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21192,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21193,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21194,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21195,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21196,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21197,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21198,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21199,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21200,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21201,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21202,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21203,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21204,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21205,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21206,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21207,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21208,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21209,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21210,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21211,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21212,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21213,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21214,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21215,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21216,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21217,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21218,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21219,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21220,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21221,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21222,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21223,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21224,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21225,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21226,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21227,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21228,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21229,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21230,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21231,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21232,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21233,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21234,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21235,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21236,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21237,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21238,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21239,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21240,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21241,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21242,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21243,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21244,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21245,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21246,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21247,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21248,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21249,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21250,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21251,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21252,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21253,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21254,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21255,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21256,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21257,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21258,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21259,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21260,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21261,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21262,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21263,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21264,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21265,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21266,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21267,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21268,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21269,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21270,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21271,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21272,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21273,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21274,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21275,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21276,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21277,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21278,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21279,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21280,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21281,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21282,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21283,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21284,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21285,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21286,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21287,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21288,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21289,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21290,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21291,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21292,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21293,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21294,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21295,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21296,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21297,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21298,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21299,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21300,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21301,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21302,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21303,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21304,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21305,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21306,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21307,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21308,Formal,MP,HARRISON N (Tubby),skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21309,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21310,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21311,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21312,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21313,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21314,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21315,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21316,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21317,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21318,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21319,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21320,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21321,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21322,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21323,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21324,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21325,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21326,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21327,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21328,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21329,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21330,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21331,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21332,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21333,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21334,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21335,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21336,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21337,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21338,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21339,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21340,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21341,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21342,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21343,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21344,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21345,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21346,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21347,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21348,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21349,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21350,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21351,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21352,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21353,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21354,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21355,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21356,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21357,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21358,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21359,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21360,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21361,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21362,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21363,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21364,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21365,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21366,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21367,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21368,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21369,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21370,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21371,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21372,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21373,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21374,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21375,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21376,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21377,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21378,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21379,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21380,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21381,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21382,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21383,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21384,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21385,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21386,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21387,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21388,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21389,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21390,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21391,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21392,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21393,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21394,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21395,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21396,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21397,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21398,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21399,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21400,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21401,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21402,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21403,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21404,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21405,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21406,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21407,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21408,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21409,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21410,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21411,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21412,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21413,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21414,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21415,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21416,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21417,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
iVote,Enrolment/NAMAV,21418,Formal,MP,POLLOCK Rob,skipped,skipped,skipped,skipped,skipped,skipped
