Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
LE6198,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,skipped,2,9
LE6199,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6200,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6201,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6202,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6203,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,skipped,skipped,skipped,2,9
LE6204,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6205,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE6206,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,2,9
LE6207,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,2,9
LE6208,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6209,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6210,ETHAN M. ERICKSON,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,2,9
LE6211,ETHAN M. ERICKSON,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,2,9
LE6213,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6214,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6215,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6216,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,2,9
LE6218,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6220,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6221,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6222,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE6223,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6224,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE6225,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE6226,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE6227,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6228,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6229,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6230,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6231,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6232,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6233,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,2,9
LE6234,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,2,9
LE6235,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,2,9
LE6236,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE6237,CHRIS CONDIE,LORI MCINTOSH LE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,2,9
LE6238,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,2,9
LE6239,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,MONTANE C HAMILTON,2,9
LE6240,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,2,9
LE6241,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6242,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,PAUL HANCOCK,ETHAN M. ERICKSON,CHRIS CONDIE,2,9
LE6243,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6244,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,2,9
LE6245,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6246,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6247,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,2,9
LE6248,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6249,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6250,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,2,9
LE6251,NICOLE KUNZE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6252,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6253,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE6254,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6255,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6256,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6257,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6258,CHRIS CONDIE,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,skipped,2,9
LE6259,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE6260,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,skipped,skipped,2,9
LE6261,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6262,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6263,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6264,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,skipped,skipped,2,9
LE6265,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6266,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6267,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE6268,MONTANE C HAMILTON,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE6269,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE6270,MONTANE C HAMILTON,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,2,9
LE6271,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6272,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6273,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6274,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6275,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,skipped,2,9
LE6276,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE6277,MICHELLE MILES,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,2,9
LE6278,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,2,9
LE6279,CAMI PURTSCHERT,LORI MCINTOSH LE,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,2,9
LE6280,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,2,9
LE6281,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,2,9
LE6282,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE6283,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,2,9
LE6284,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,2,9
LE6286,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE6287,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6288,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6289,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,2,9
LE6290,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6291,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6293,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6294,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6295,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,2,9
LE6296,CAMI PURTSCHERT,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,2,9
LE6297,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6298,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,2,9
LE6299,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,2,9
LE6300,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,2,9
LE6301,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,2,9
LE6302,CAMI PURTSCHERT,LORI MCINTOSH LE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6303,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,2,9
LE6304,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,MICHELLE MILES,PAUL HANCOCK,ETHAN M. ERICKSON,2,9
LE6305,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,2,9
LE6306,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,skipped,2,9
LE6307,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6308,AARON BULLEN,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6309,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6310,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6311,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE6312,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,2,9
LE6313,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6315,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,2,9
LE6316,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,2,9
LE6317,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,NICOLE KUNZE,2,9
LE6318,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE6319,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6320,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,MICHELLE MILES,2,9
LE6321,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,2,9
LE6323,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,skipped,2,9
LE6324,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE6325,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6326,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,2,9
LE6327,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,CHRIS CONDIE,2,9
LE6328,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6329,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6330,CHRIS CONDIE,MONTANE C HAMILTON,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE6331,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,2,9
LE6332,ETHAN M. ERICKSON,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE6333,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,2,9
LE6334,AARON BULLEN,ETHAN M. ERICKSON,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE6335,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6336,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,2,9
LE6337,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE6339,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE6340,ETHAN M. ERICKSON,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,NICOLE KUNZE,CAMI PURTSCHERT,2,9
LE6341,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE6342,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,2,9
LE6343,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,2,9
LE6345,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE6346,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,2,9
