Cast Vote Record,Precinct,Ballot Style,Num cands,Num seats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
7694,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7695,Portland 2-1,Ballot Style 2,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7696,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7697,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7698,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7699,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped
7700,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7701,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7703,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7704,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7705,Portland 2-1,Ballot Style 2,11,1,"Bailey, William M.","DiMillo, Steven A.","Chann, Marpheen S.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped
7706,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7707,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7708,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7709,Portland 2-1,Ballot Style 2,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Rovelto, Hope R.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A."
7710,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
7711,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
7712,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7713,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Rovelto, Hope R.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7714,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7715,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7716,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Rovelto, Hope R.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.","DiMillo, Steven A."
7717,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
7718,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Rovelto, Hope R.","Chann, Marpheen S.","Bailey, William M.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A."
7719,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
7720,Portland 2-1,Ballot Style 2,11,1,"Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J."
7721,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7722,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7723,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7724,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
7725,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7726,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Washburn, Patricia J.","Buxton, Catherine A.","DiMillo, Steven A.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P."
7727,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped
7728,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7729,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7730,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7731,Portland 2-1,Ballot Style 2,11,1,"Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped
7732,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7733,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7734,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7735,Portland 2-1,Ballot Style 2,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7736,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7737,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Chann, Marpheen S.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped
7738,Portland 2-1,Ballot Style 2,11,1,"Emerson, Anthony M.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped
7739,Portland 2-1,Ballot Style 2,11,1,"Houseal, Ian P.","Grant, Benjamin K.","Bailey, William M.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Rovelto, Hope R.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J."
7740,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped
7741,Portland 2-1,Ballot Style 2,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped
7742,Portland 2-1,Ballot Style 2,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Bailey, William M.","Buxton, Catherine A.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R."
7743,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7744,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7745,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped
7746,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7747,Portland 2-1,Ballot Style 2,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A."
7748,Portland 2-1,Ballot Style 2,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped
7749,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Washburn, Patricia J.","Bailey, William M.","Rovelto, Hope R.","Houseal, Ian P.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped
7750,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7751,Portland 1-3,Ballot Style 1,11,1,"Condrey, Lawson T.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Emerson, Anthony M.","Houseal, Ian P.",skipped
7752,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7754,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7755,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Bailey, William M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped
7756,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped
7757,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7758,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7759,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7760,Portland 1-3,Ballot Style 1,11,1,"Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7761,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7763,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7764,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7765,Portland 1-3,Ballot Style 1,11,1,"Bailey, William M.","Houseal, Ian P.","DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7767,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","DiMillo, Steven A.",skipped
7768,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7769,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7770,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7772,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7773,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Buxton, Catherine A.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped
7774,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7775,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7776,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7777,Portland 1-3,Ballot Style 1,11,1,"Condrey, Lawson T.","DiMillo, Steven A.","Washburn, Patricia J.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R."
7778,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7781,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7782,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7784,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Grant, Benjamin K.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Houseal, Ian P.",skipped
7785,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7786,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7787,Portland 1-3,Ballot Style 1,11,1,"Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
7788,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.","Emerson, Anthony M.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped
7789,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7790,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
7791,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7792,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7793,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7794,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7795,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7796,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7797,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.",skipped
7798,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7799,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7800,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7801,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7802,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped
7803,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7804,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Grant, Benjamin K.","Rovelto, Hope R.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped
7805,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7806,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Emerson, Anthony M.","Bailey, William M.","DiMillo, Steven A.","Chann, Marpheen S.",skipped
7807,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7808,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped
7809,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7810,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped
7811,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7812,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7814,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7815,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7816,Portland 1-3,Ballot Style 1,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7817,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","DiMillo, Steven A.","Condrey, Lawson T.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped
7818,Portland 1-3,Ballot Style 1,11,1,"Condrey, Lawson T.","DiMillo, Steven A.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","Rovelto, Hope R."
7819,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
7820,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7821,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7822,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7823,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7825,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Houseal, Ian P.","DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped
7826,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped
