Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,Num cands,Num seats
AD: 83 ED: 064,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 064,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Shanequa Moore,Kevin Riley,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 079,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,writein,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 032,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 040,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 82 ED: 109,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 024,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 024,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 024,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 024,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 025,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 044,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,writein,skipped,skipped,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 071,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,writein,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,writein,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 076,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Shanequa Moore,skipped,skipped,skipped,4,1
AD: 83 ED: 021,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Shanequa Moore,Kevin Riley,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Shanequa Moore,Kevin Riley,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,writein,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 100,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 057,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 060,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 83 ED: 060,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 060,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 060,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 060,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,writein,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,writein,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,Kevin Riley,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,writein,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,Kevin Riley,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Kevin Riley,Shanequa Moore,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,skipped,skipped,skipped,4,1
AD: 82 ED: 091,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 070,,2021P2V1_ABS,Shanequa Moore,Kevin Riley,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 070,,2021P2V1_ABS,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,skipped,4,1
AD: 83 ED: 070,,2021P2V1_ABS,Pamela A. Hamilton-Johnson,Shanequa Moore,skipped,skipped,4,1
AD: 83 ED: 070,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
AD: 83 ED: 070,,2021P2V1_ABS,Kevin Riley,Shanequa Moore,Pamela A. Hamilton-Johnson,skipped,4,1
AD: 83 ED: 070,,2021P2V1_ABS,Kevin Riley,skipped,skipped,skipped,4,1
