rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,numSeats,numCands
Skipped,16,Skipped,Skipped,54,Skipped,32,15,30,Skipped,Skipped,Skipped,Skipped,30,Skipped,60,Skipped,50,30,Skipped,40,4,30,60,25,10,Skipped,Skipped,Skipped,48,Skipped,Skipped,9,Skipped,15,19,Skipped,Skipped,Skipped,25,50,35,25,8,28,6,36,2,14,12,40,Skipped,Skipped,1,Skipped,Skipped,22,Skipped,Skipped,13,Skipped,Skipped,Skipped,50,58,50,Skipped,Skipped,24,7,Skipped,3,11,Skipped,Skipped,32,5,Skipped,Skipped,38,59,29,Skipped,Skipped,47,Skipped,16,43,20,25,26,Skipped,20,56,50,Skipped,61,40,19,39,Skipped,Skipped,33,40,,
104,15,104,104,104,104,104,104,100,104,104,104,104,2,104,11,104,104,23,104,104,18,104,104,104,98,104,104,104,104,104,104,7,104,104,104,6,104,104,104,8,103,104,104,104,104,104,13,104,104,104,5,104,12,104,104,104,104,104,104,104,104,20,104,104,104,104,104,104,21,104,4,3,104,104,104,19,9,104,104,104,104,104,101,104,104,104,16,99,104,104,104,102,14,104,17,104,104,10,104,104,22,104,1,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,1,104,104,104,104,,
Skipped,2,35,Skipped,32,Skipped,15,Skipped,47,Skipped,24,38,Skipped,25,Skipped,Skipped,29,Skipped,26,Skipped,Skipped,13,Skipped,Skipped,30,28,Skipped,7,Skipped,Skipped,Skipped,Skipped,40,Skipped,39,36,34,Skipped,Skipped,Skipped,44,Skipped,17,8,Skipped,37,12,1,Skipped,50,19,27,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,41,Skipped,21,18,49,43,Skipped,Skipped,Skipped,Skipped,3,Skipped,20,5,Skipped,Skipped,Skipped,16,Skipped,Skipped,Skipped,Skipped,22,Skipped,Skipped,52,Skipped,Skipped,48,4,33,Skipped,51,6,11,46,23,31,Skipped,42,14,Skipped,45,Skipped,9,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
104,20,104,104,104,104,30,104,104,104,104,30,30,30,10,30,50,30,5,104,104,5,50,104,104,104,104,30,20,104,15,104,5,20,50,104,12,15,104,104,104,30,1,20,50,104,6,10,104,30,1,30,104,1,104,104,104,30,30,104,104,50,30,30,104,104,15,104,104,9,104,5,1,104,6,30,40,15,104,104,16,104,20,104,104,104,30,30,104,104,104,10,30,9,104,20,50,6,19,104,104,104,15,30,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,2,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
104,104,104,6,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,8,104,104,104,12,104,104,104,104,104,104,104,14,104,104,104,5,104,104,104,104,104,4,104,104,104,104,104,104,15,104,104,104,104,104,104,104,1,2,104,3,7,104,104,104,104,104,104,104,104,104,104,104,104,104,104,13,10,104,11,104,104,104,104,104,104,104,9,104,104,104,104,104,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
104,104,104,104,104,104,15,1,104,104,16,104,104,3,1,20,104,104,104,104,104,104,104,104,104,104,104,104,104,104,19,104,1,104,1,104,20,104,104,104,104,1,20,104,104,1,104,104,1,104,104,18,1,104,104,104,104,104,104,104,104,30,104,104,104,104,10,104,17,104,104,5,1,20,104,2,104,104,104,104,104,5,104,104,104,2,1,2,104,30,104,104,104,104,20,104,30,1,30,1,104,20,30,104,,
104,12,104,104,104,104,104,13,104,104,104,104,104,10,104,104,104,104,6,104,104,104,104,104,17,104,104,104,104,104,104,104,9,104,104,104,5,104,104,104,16,104,104,104,104,14,104,3,104,104,104,104,104,1,104,104,104,104,104,7,104,104,104,104,104,104,104,104,104,104,104,104,16,104,104,104,11,104,104,104,104,104,104,104,104,104,104,104,15,104,8,104,2,104,104,104,104,104,4,104,104,104,104,104,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,103,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,,
