Cast Vote Record,Precinct,Ballot Style,numCands,numSeats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
8024,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8025,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8026,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Rovelto, Hope R.","Condrey, Lawson T.","Chann, Marpheen S.","Washburn, Patricia J.","Houseal, Ian P.","Emerson, Anthony M.",1,11
8027,Portland 1-1,Ballot Style 1,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8029,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8030,Portland 1-1,Ballot Style 1,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8031,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8032,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Bailey, William M.","Emerson, Anthony M.","Houseal, Ian P.",1,11
8033,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,1,11
8034,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8035,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8036,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
8037,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
8038,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8039,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8040,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","DiMillo, Steven A.",1,11
8041,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8042,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8043,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8044,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8045,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Grant, Benjamin K.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8046,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8047,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8048,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,1,11
8049,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8050,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8051,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,1,11
8052,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8053,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Bailey, William M.","Emerson, Anthony M.",skipped,skipped,1,11
8054,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8055,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8056,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
8057,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
8058,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
8059,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8060,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8061,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8062,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Bailey, William M.","Chann, Marpheen S.","Buxton, Catherine A.","Houseal, Ian P.","Condrey, Lawson T.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.",skipped,1,11
8063,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8064,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8065,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8066,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
8067,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8068,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.",1,11
8069,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Bailey, William M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.",1,11
8070,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Bailey, William M.",skipped,skipped,skipped,1,11
8071,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
8072,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.",skipped,1,11
8073,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.","Houseal, Ian P.","Bailey, William M.",1,11
8074,Portland 1-1,Ballot Style 1,11,1,"Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8075,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
8076,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
8077,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
8078,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8079,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8080,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
8081,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8082,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8083,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,1,11
8084,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8085,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
8086,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,1,11
8087,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
8088,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Washburn, Patricia J.","Houseal, Ian P.","Condrey, Lawson T.",skipped,1,11
8089,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
8090,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8091,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
8092,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8093,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8094,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
8095,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,1,11
8096,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
8097,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,1,11
8098,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8099,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8100,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
8101,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Houseal, Ian P.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8102,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,1,11
8103,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
8104,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8105,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
8106,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,1,11
8107,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8108,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8109,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8110,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
8111,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
8112,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Houseal, Ian P.",skipped,skipped,skipped,skipped,1,11
8113,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8114,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8115,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","DiMillo, Steven A.","Condrey, Lawson T.","Buxton, Catherine A.","Bailey, William M.",1,11
8116,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8117,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8118,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8119,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8120,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
8121,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","DiMillo, Steven A.","Bailey, William M.","Washburn, Patricia J.",skipped,1,11
8122,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
8123,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8124,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Buxton, Catherine A.",skipped,skipped,skipped,1,11
8125,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8126,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
8127,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Bailey, William M.","Houseal, Ian P.","Washburn, Patricia J.","DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,1,11
8128,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.",skipped,1,11
8129,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Rovelto, Hope R.","Emerson, Anthony M.","Houseal, Ian P.",1,11
8130,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8131,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,1,11
8132,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
8133,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
8134,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Emerson, Anthony M.","Chann, Marpheen S.","Washburn, Patricia J.","Condrey, Lawson T.","Houseal, Ian P.","Bailey, William M.",1,11
8135,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,1,11
8136,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8137,Portland 1-1,Ballot Style 1,11,1,"Chann, Marpheen S.","Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
8138,Portland 1-1,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Houseal, Ian P.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,1,11
8139,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
8140,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Emerson, Anthony M.",1,11
8141,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
8142,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","DiMillo, Steven A.",skipped,skipped,1,11
8143,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.","Rovelto, Hope R.",1,11
8144,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8145,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
8146,Portland 1-1,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,1,11
8147,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
8148,Portland 1-1,Ballot Style 1,11,1,"Emerson, Anthony M.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
8149,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
8150,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
8151,Portland 1-1,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
8152,Portland 1-1,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,1,11
8153,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
8154,Portland 1-1,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
