Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,numSeats,numCands
"Eastpointe, Pct 2",81803,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81804,"Eastpointe, Pct 3",Tonia Gladney,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 1",81805,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81806,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",81807,"Eastpointe, Pct 4",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 5",81808,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 1",81809,"Eastpointe, Pct 1",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 5",81810,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",81811,"Eastpointe, Pct 4",Rob Baker,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 3",81812,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Michael Jones,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 1",81813,"Eastpointe, Pct 1",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",81814,"Eastpointe, Pct 4",Michael Jones,Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81815,"Eastpointe, Pct 2",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 1",81816,"Eastpointe, Pct 1",Tonia Gladney,Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 4",81817,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,skipped,2,6
"Eastpointe, Pct 4",81818,"Eastpointe, Pct 4",Michael Jones,Cardi DeMonaco Jr.,Rob Baker,skipped,2,6
"Eastpointe, Pct 2",81819,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 5",81820,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 3",81821,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",81822,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",81823,"Eastpointe, Pct 4",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81824,"Eastpointe, Pct 3",Tonia Gladney,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81825,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",81826,"Eastpointe, Pct 4",Rob Baker,Sylvia L. Moore,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 5",81827,"Eastpointe, Pct 5",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 4",81828,"Eastpointe, Pct 4",Michael Jones,Tonia Gladney,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",81829,"Eastpointe, Pct 4",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",81831,"Eastpointe, Pct 3",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81832,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,skipped,2,6
"Eastpointe, Pct 2",81833,"Eastpointe, Pct 2",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 2",81834,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",81836,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 4",81837,"Eastpointe, Pct 4",Tonia Gladney,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 3",81838,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81839,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81840,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 4",81841,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 1",81842,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 4",81843,"Eastpointe, Pct 4",Rob Baker,Tonia Gladney,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 4",81844,"Eastpointe, Pct 4",Michael Jones,Rob Baker,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 1",81846,"Eastpointe, Pct 1",Michael Jones,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81847,"Eastpointe, Pct 4",Michael Jones,Rob Baker,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 4",81848,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",81849,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81850,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",81851,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81852,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 1",81853,"Eastpointe, Pct 1",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81854,"Eastpointe, Pct 3",Shenita Lloyd,Tonia Gladney,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",81855,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 4",81856,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 5",81857,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 1",81859,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 1",81860,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,skipped,2,6
"Eastpointe, Pct 2",81861,"Eastpointe, Pct 2",Rob Baker,Sylvia L. Moore,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 4",81862,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 2",81863,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",81864,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 2",81865,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 1",81866,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 2",81867,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",81868,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81869,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 5",81871,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,skipped,2,6
"Eastpointe, Pct 2",81872,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 2",81873,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 4",81874,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 5",81875,"Eastpointe, Pct 5",Rob Baker,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 4",81876,"Eastpointe, Pct 4",Tonia Gladney,Michael Jones,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 5",81877,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81878,"Eastpointe, Pct 2",Tonia Gladney,Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 2",81879,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 1",81880,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81882,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",81883,"Eastpointe, Pct 5",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",81884,"Eastpointe, Pct 5",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 3",81885,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",81886,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81887,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,skipped,2,6
"Eastpointe, Pct 5",81888,"Eastpointe, Pct 5",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 4",81889,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 1",81890,"Eastpointe, Pct 1",Rob Baker,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 1",81891,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 5",81892,"Eastpointe, Pct 5",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",81893,"Eastpointe, Pct 5",Rob Baker,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 5",81894,"Eastpointe, Pct 5",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 1",81895,"Eastpointe, Pct 1",Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 2",81896,"Eastpointe, Pct 2",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 3",81897,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 2",81898,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81899,"Eastpointe, Pct 2",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 2",81900,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81901,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81902,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",81903,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 3",81904,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 2",81905,"Eastpointe, Pct 2",Michael Jones,Sylvia L. Moore,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",81906,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81907,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81908,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 5",81909,"Eastpointe, Pct 5",Rob Baker,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",81910,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 5",81911,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 4",81912,"Eastpointe, Pct 4",Sylvia L. Moore,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",81913,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,skipped,2,6
"Eastpointe, Pct 2",81914,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 4",81915,"Eastpointe, Pct 4",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 3",81916,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 2",81917,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81918,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",81919,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",81920,"Eastpointe, Pct 5",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 2",81921,"Eastpointe, Pct 2",Tonia Gladney,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 3",81922,"Eastpointe, Pct 3",Sylvia L. Moore,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",81923,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81924,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 3",81925,"Eastpointe, Pct 3",Rob Baker,Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 2",81926,"Eastpointe, Pct 2",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 1",81927,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81928,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 3",81929,"Eastpointe, Pct 3",Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 2",81930,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 1",81931,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 1",81932,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 5",81933,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 3",81934,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 2",81935,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 5",81936,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81937,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81938,"Eastpointe, Pct 4",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81939,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81940,"Eastpointe, Pct 2",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 4",81941,"Eastpointe, Pct 4",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 1",81942,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 2",81943,"Eastpointe, Pct 2",Shenita Lloyd,Michael Jones,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81944,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 5",81945,"Eastpointe, Pct 5",Michael Jones,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 5",81946,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 2",81947,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 4",81948,"Eastpointe, Pct 4",Michael Jones,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 5",81949,"Eastpointe, Pct 5",Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 2",81950,"Eastpointe, Pct 2",Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 2",81951,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 3",81952,"Eastpointe, Pct 3",Rob Baker,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 2",81953,"Eastpointe, Pct 2",Sylvia L. Moore,Michael Jones,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 3",81954,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 3",81955,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 2",81956,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 5",81957,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 2",81958,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 3",81959,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 1",81960,"Eastpointe, Pct 1",Shenita Lloyd,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81961,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81962,"Eastpointe, Pct 2",Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 4",81963,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 3",81964,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 5",81965,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,skipped,2,6
"Eastpointe, Pct 5",81966,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 1",81967,"Eastpointe, Pct 1",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 2",81968,"Eastpointe, Pct 2",Rob Baker,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 2",81969,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 3",81970,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 2",81971,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 3",81972,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 4",81973,"Eastpointe, Pct 4",Shenita Lloyd,Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 5",81974,"Eastpointe, Pct 5",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81975,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",81976,"Eastpointe, Pct 4",Sylvia L. Moore,Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 1",81977,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 1",81979,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 2",81980,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 1",81982,"Eastpointe, Pct 1",Michael Jones,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 4",81983,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 3",81984,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81985,"Eastpointe, Pct 4",Rob Baker,Sylvia L. Moore,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",81986,"Eastpointe, Pct 4",Michael Jones,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81987,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81988,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 4",81989,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81990,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 4",81991,"Eastpointe, Pct 4",Rob Baker,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",81992,"Eastpointe, Pct 3",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 3",81993,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",81994,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 3",81996,"Eastpointe, Pct 3",Rob Baker,Shenita Lloyd,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 4",81997,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",81998,"Eastpointe, Pct 5",Sylvia L. Moore,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 3",81999,"Eastpointe, Pct 3",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 5",82000,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 5",82001,"Eastpointe, Pct 5",Shenita Lloyd,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 4",82002,"Eastpointe, Pct 4",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",82003,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 5",82004,"Eastpointe, Pct 5",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 1",82005,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",82006,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 5",82007,"Eastpointe, Pct 5",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 2",82008,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 1",82009,"Eastpointe, Pct 1",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 4",82010,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 2",82011,"Eastpointe, Pct 2",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 4",82012,"Eastpointe, Pct 4",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
