file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
San Francisco/SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,7,['JANET REILLY'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL'],['MARK FARRELL']
San Francisco/SanFrancisco_11082022_BoardofSupervisorsD8.csv,2,['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN']
San Francisco/SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,8,['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED'],['LONDON BREED']
San Francisco/SanFrancisco_11052019_DistrictAttorney.csv,5,['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['SUZY LOFTUS'],['SUZY LOFTUS'],['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['CHESA BOUDIN'],['SUZY LOFTUS'],['SUZY LOFTUS'],['CHESA BOUDIN']
San Francisco/SanFrancisco_11052019_PublicDefender.csv,2,"['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']","['MANOHAR ""MANO"" RAJU']"
San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,5,['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier']
San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,4,['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin'],['Arron Peskin']
San Francisco/SanFrancisco_11052024_DistrictAttorney.csv,2,['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS']
San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict8.csv,4,['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty'],['Bevan Dufty']
San Francisco/SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,9,['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE'],['NORMAN YEE']
San Francisco/SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,5,['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['KIM ALVARENGA'],['KIM ALVARENGA'],['KIM ALVARENGA'],['KIM ALVARENGA'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['KIM ALVARENGA'],['KIM ALVARENGA'],['AHSHA SAFAI']
San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,22,['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi'],['Ross Mirkarimi']
San Francisco/SanFrancisco_11082005_Treasurer.csv,4,['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros'],['Jose Cisneros']
San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,13,['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd'],['Sean R. Elsbernd']
San Francisco/SanFrancisco_11062007_Mayor.csv,18,['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom'],['Gavin Newsom']
San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,7,['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell'],['Sophie Maxwell']
San Francisco/SanFrancisco_11082011_Mayor.csv,23,['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE']
San Francisco/SanFrancisco_11082011_DistrictAttorney.csv,5,['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN'],['GEORGE GASCÓN']
San Francisco/SanFrancisco_11052019_Sheriff.csv,2,['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO']
San Francisco/SanFrancisco_11062018_PublicDefender.csv,1,['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI'],['JEFF ADACHI']
San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,7,['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano'],['Tom Ammiano']
San Francisco/SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,7,['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick'],['Jake McGoldrick']
San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,3,['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier'],['Michela Alioto-pier']
San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,8,['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly'],['Chris Daly']
San Francisco/SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,3,['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN']
San Francisco/SanFrancisco_11082022_AssessorRecorder.csv,1,['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES'],['JOAQUÍN TORRES']
San Francisco/SanFrancisco_11082022_BoardofSupervisorsD10.csv,2,['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON'],['SHAMANN WALTON']
San Francisco/SanFrancisco_11032015_Mayor.csv,12,['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE'],['ED LEE']
San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,4,['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI'],['AHSHA SAFAI']
San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,10,['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS'],['JOHN AVALOS']
San Francisco/SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,7,['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew'],['Ed Jew']
San Francisco/SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,8,['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval'],['Gerardo Sandoval']
San Francisco/SanFrancisco_11062018_AssessorRecorder.csv,2,['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU']
San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,4,['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI']
San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,7,['CONNIE CHAN'],['CONNIE CHAN'],['CONNIE CHAN'],['MARJAN PHILHOUR'],['MARJAN PHILHOUR'],['MARJAN PHILHOUR'],['MARJAN PHILHOUR'],['CONNIE CHAN'],['CONNIE CHAN'],['CONNIE CHAN'],['CONNIE CHAN'],['CONNIE CHAN'],['CONNIE CHAN'],['MARJAN PHILHOUR'],['MARJAN PHILHOUR'],['CONNIE CHAN']
San Francisco/SanFrancisco_11052024_Sheriff.csv,2,['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO'],['PAUL MIYAMOTO']
San Francisco/SanFrancisco_11082022_DistrictAttorney.csv,4,['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS'],['BROOKE JENKINS']
San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,4,['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU'],['CARMEN CHU']
San Francisco/SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,3,['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY'],['MATT HANEY']
San Francisco/SanFrancisco_11082022_BoardofSupervisorsD4.csv,2,['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO'],['JOEL ENGARDIO']
San Francisco/SanFrancisco_11082022_BoardofSupervisorsD6.csv,4,['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY'],['MATT DORSEY']
San Francisco/SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,8,['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR'],['GORDON MAR']
San Francisco/SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,5,['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN']
San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,4,['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['DANNY SAUTER'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN'],['AARON PESKIN']
San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,4,['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND'],['SEAN R. ELSBERND']
San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,10,['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU']
San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,7,['JOEL ENGARDIO'],['MYRNA MELGAR'],['JOEL ENGARDIO'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR'],['MYRNA MELGAR']
San Francisco/SanFrancisco_11052024_BoS_D9.csv,7,['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER'],['JACKIE FIELDER']
San Francisco/SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,4,['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN'],['HILLARY RONEN']
San Francisco/SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,22,['LYNETTE SWEET'],['MALIA COHEN'],['LYNETTE SWEET'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN'],['MALIA COHEN']
San Francisco/SanFrancisco_11032015_Sheriff.csv,3,['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY'],['VICKI HENNESSY']
San Francisco/SanFrancisco_11082011_Sheriff.csv,4,['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['PAUL MIYAMOTO'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI'],['ROSS MIRKARIMI']
San Francisco/SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,3,['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN'],['RAFAEL MANDELMAN']
San Francisco/SanFrancisco_11082022_BoardofSupervisorsD2.csv,1,['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI']
San Francisco/SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,5,['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER'],['SCOTT WIENER']
San Francisco/SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,4,['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI'],['CATHERINE STEFANI']
San Francisco/SanFrancisco_11052024_CityAttorney.csv,2,['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU'],['DAVID CHIU']
San Francisco/SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,4,['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON'],['DEAN PRESTON']
San Francisco/SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,10,['ERIC MAR'],['ERIC MAR'],['ERIC MAR'],['SUE LEE'],['SUE LEE'],['SUE LEE'],['SUE LEE'],['ERIC MAR'],['ERIC MAR'],['ERIC MAR'],['ERIC MAR'],['ERIC MAR'],['ERIC MAR'],['SUE LEE'],['SUE LEE'],['ERIC MAR']
